cell_id,lat,lon,date,year,doy,label,sample_kind,n_detections,max_frp,temp_max,temp_min,temp_mean,rh_min,rh_mean,wind_max,wind_mean,precip_sum,vpd_max,precip_7d,precip_30d,days_since_rain_1mm,temp_max_7d_mean,rh_min_7d_mean,ffmc,dmc,dc,isi,bui,fwi,days_since_last_fire,split,ndvi,ndvi_normal,ndvi_anomaly,ndvi_change_32d,ndvi_stale_days
358_-2,35.800000000000004,-0.2,2014-07-27,2014,208,0,matched_negative,0,,31.4,22.4,25.9,48,74,12.6,6.6,0.0,2.37,0.0,0.0,55.0,32.542857142857144,35.857142857142854,91.1015335964786,327.8821373371668,913.5482319346957,9.468078570066917,345.63453509606813,38.53924612817756,7.0,train,0.16894534630795674,0.1813236081950889,-0.012378261887132147,-0.023182658118868937,16.0
358_-2,35.800000000000004,-0.2,2015-08-16,2015,228,1,positive,2,7.02,32.1,21.5,26.5,32,48,13.2,7.7,0.0,3.23,0.09999999999999468,0.3999999999999947,66.0,34.2,30.857142857142858,94.36203812354722,438.157249287777,1131.7694952056397,15.422348447319719,445.3136962201577,52.60179804657506,5.0,train,0.15247727142123282,0.17560767373181943,-0.023130402310586606,-0.017130317834717745,4.0
358_-2,35.800000000000004,-0.2,2016-07-30,2016,212,0,matched_negative,0,,34.4,23.5,28.7,45,70,10.5,6.4,0.0,2.98,0.0,0.0,78.0,34.285714285714285,38.0,91.83767264299641,416.0415633199122,857.6062625296169,9.45594790155754,414.59696962838274,38.53764518080013,38.0,train,0.16902645163515065,0.1766489554936215,-0.007622503858470853,-0.005840851963189647,4.0
358_-2,35.800000000000004,-0.2,2017-06-22,2017,173,0,matched_negative,0,,29.2,21.7,24.6,60,78,17.7,10.0,0.0,1.61,0.0,1.9000000000000001,17.0,28.085714285714285,61.0,87.51060545591753,231.69619792457937,680.463998788757,7.319759278368649,250.3141366009093,32.267290147994956,246.0,train,0.1827362936501228,0.20955092276385134,-0.026814629113728533,-0.0354007072119501,13.0
358_-2,35.800000000000004,-0.2,2017-10-24,2017,297,0,matched_negative,0,,22.9,14.2,18.3,59,81,17.8,9.3,0.0,1.14,23.5,24.400000000000002,4.0,24.3,53.0,87.24961059867552,74.69789468850801,939.331471920962,7.08765554137539,124.62048807825555,27.436134768277483,12.0,train,0.17574641909578967,0.18940306597847908,-0.013656646882689416,0.010102309417670985,9.0
358_-2,35.800000000000004,-0.2,2018-10-02,2018,275,0,matched_negative,0,,25.9,18.6,21.4,52,77,19.4,9.1,0.1,1.62,0.1,47.800000000000004,17.0,26.014285714285712,57.714285714285715,89.19228312747701,58.109705012202596,758.9120358343145,10.148909588922185,97.54661094134082,31.442232133911606,355.0,train,0.19776851636455545,0.18114780826197072,0.01662070810258473,0.030959548126194447,3.0
358_-2,35.800000000000004,-0.2,2019-07-12,2019,193,0,matched_negative,0,,30.9,22.4,25.6,52,73,15.5,10.7,0.0,2.1,0.0,1.8999999999999981,47.0,32.74285714285715,39.285714285714285,88.77446502224436,270.3491779223779,838.8439061423527,7.852749233509067,299.4365056265188,34.02053992875662,41.0,train,0.16185086376340815,0.1813236081950889,-0.019472744431680733,-0.0256083475286695,1.0
358_-2,35.800000000000004,-0.2,2019-08-26,2019,238,0,matched_negative,0,,30.2,22.0,25.2,50,83,18.1,10.7,0.0,2.14,1.0000000000000018,1.2999999999999983,4.0,28.82857142857143,56.714285714285715,88.94025012083617,443.7009030303778,1242.3479061423525,9.167624576633639,468.813445702153,37.77363357031298,39.0,train,0.1575805032862911,0.17560767373181943,-0.018027170445528318,-0.004270360477117041,14.0
358_-2,35.800000000000004,-0.2,2021-06-16,2021,167,0,matched_negative,0,,27.2,19.7,23.2,61,77,20.9,10.0,0.1,1.32,0.10000000000000356,19.3,11.0,28.099999999999998,57.0,88.27148916738433,90.46601966625778,543.4810619145856,9.59064495669146,127.76409242527387,33.95941637861338,267.0,train,0.1901428076220613,0.20955092276385134,-0.019408115141790055,-0.07426153790812198,7.0
358_-2,35.800000000000004,-0.2,2021-07-25,2021,206,1,positive,1,3.86,35.7,26.4,31.1,18,27,18.1,13.7,0.0,4.48,0.0,0.8,50.0,32.542857142857144,40.0,96.36239416819225,256.79453140225786,893.5270619145856,25.933765598424614,298.8614291364753,71.99737801653407,306.0,train,0.15712663045771835,0.1813236081950889,-0.024196977737370534,-0.033016177164342936,14.0
358_-2,35.800000000000004,-0.2,2023-10-26,2023,299,0,matched_negative,0,,26.6,18.6,21.6,49,69,23.2,16.7,0.0,1.76,22.40000000000001,23.4,2.0,26.11428571428571,40.285714285714285,88.61587303927554,51.22324435670009,831.2426355558702,11.314681022508429,88.77079434882026,32.30754786772634,67.0,train,0.17590080897128424,0.18940306597847908,-0.013502257007194846,0.021943082647043255,11.0
358_-2,35.800000000000004,-0.2,2025-07-22,2025,203,0,matched_negative,0,,29.2,23.8,26.5,63,80,16.3,7.7,0.0,1.47,0.0,0.0,60.0,33.51428571428571,38.285714285714285,88.81844168205052,344.24403296117436,893.7120206378211,8.227555643585596,350.7395018930527,35.156759054327246,12.0,test,0.15736418693758097,0.1813236081950889,-0.023959421257507912,-0.01963722486613559,11.0
358_-3,35.800000000000004,-0.30000000000000004,2012-08-02,2012,215,0,matched_negative,0,,33.7,24.7,28.8,44,68,10.7,5.9,0.0,2.9,0.0,0.0,73.0,29.428571428571427,53.142857142857146,90.59495573608963,303.2929842730051,839.7669272919761,8.003936246614547,318.7678535909692,34.48904334023948,18.0,train,0.18584812554656793,0.1822804516640751,0.0035676738824928222,-0.005431377694746331,7.0
358_-3,35.800000000000004,-0.30000000000000004,2013-06-22,2013,173,0,matched_negative,0,,23.8,19.0,21.2,65,80,19.3,11.5,0.0,1.02,0.0,4.5,26.0,23.74285714285714,58.142857142857146,86.9944181986224,82.54021792316065,343.3214358552318,7.371234553620882,103.10813405113365,25.959820592312653,15.0,train,0.25718003004149154,0.2187682657373167,0.03841176430417484,-0.13949237493622546,13.0
358_-3,35.800000000000004,-0.30000000000000004,2013-06-29,2013,180,0,matched_negative,0,,26.0,18.1,21.8,49,67,20.0,12.2,0.0,1.72,0.0,0.4,33.0,24.47142857142857,57.857142857142854,88.4951836913747,102.45181530116064,397.98343585523185,9.464343048798657,124.66997927615185,33.35701473706362,11.0,train,0.22814940020436097,0.1983491207145327,0.029800279489828274,-0.07121125680696527,4.0
358_-3,35.800000000000004,-0.30000000000000004,2016-07-17,2016,199,1,positive,1,3.35,27.0,21.0,23.4,55,72,20.3,10.5,0.0,1.59,0.0,0.19999999999999646,65.0,28.0,55.142857142857146,89.27015632040174,217.43976655127076,657.0237239597199,10.739139190945668,237.98156200161435,41.366656768447335,22.0,train,0.17534605763158506,0.18673558190512943,-0.011389524273544366,-0.012536300765594893,7.0
358_-3,35.800000000000004,-0.30000000000000004,2016-09-16,2016,260,0,matched_negative,0,,25.8,20.4,22.8,48,61,12.6,8.8,0.0,1.72,0.29999999999999644,0.29999999999999644,126.0,27.442857142857143,52.57142857142857,89.76080380405189,383.93142176527084,1149.6137239597194,7.816839908723975,418.47348566576807,34.01053762713218,7.0,train,0.16819347539664206,0.18369706663256066,-0.015503591235918601,0.0015298821759270331,4.0
358_-3,35.800000000000004,-0.30000000000000004,2016-10-27,2016,301,0,matched_negative,0,,25.5,21.1,22.5,69,84,15.5,9.1,0.0,0.99,0.09999999999999645,5.699999999999997,13.0,27.37142857142857,52.0,87.12800670014595,136.7776225525998,1385.38372395972,6.2035607149057155,219.40189261455123,28.588597333096523,15.0,train,0.17601269685177295,0.19015168864033974,-0.014138991788566785,0.007819221455130893,13.0
358_-3,35.800000000000004,-0.30000000000000004,2017-06-18,2017,169,0,matched_negative,0,,30.3,18.8,24.2,50,74,18.5,10.4,0.0,2.17,0.0,0.4,51.0,27.014285714285716,62.714285714285715,88.86268429406233,194.72555432446825,630.0760332593671,9.250693664721663,219.7027706098289,37.32557759063533,249.0,train,0.1831580932949608,0.2187682657373167,-0.0356101724423559,-0.03938585368391562,9.0
358_-3,35.800000000000004,-0.30000000000000004,2018-07-18,2018,199,0,matched_negative,0,,27.6,20.2,23.6,65,80,17.9,12.4,0.0,1.29,0.0,0.0,46.0,28.057142857142857,50.714285714285715,87.83424013924936,163.9293471761741,603.7828222153823,7.744259506676109,195.29818354155904,32.75536535063552,12.0,train,0.17904875311483032,0.18673558190512943,-0.007686828790299111,-0.02963839243806282,7.0
358_-3,35.800000000000004,-0.30000000000000004,2018-08-22,2018,234,1,positive,1,6.29,26.7,21.9,23.8,69,86,17.2,11.6,0.0,1.07,0.09999999999999112,0.2,81.0,27.857142857142858,61.57142857142857,86.86076370253981,276.9566287061742,903.6928222153821,6.506241741049934,313.62215979382387,30.020600895410812,8.0,train,0.17792106970080465,0.18328060795629655,-0.0053595382554919024,-0.0011276834140256653,10.0
358_-3,35.800000000000004,-0.30000000000000004,2019-06-11,2019,162,1,positive,3,12.11,26.1,16.5,20.9,39,52,23.8,14.6,0.0,2.07,0.29999999999999116,2.3,17.0,24.12857142857143,47.285714285714285,90.20363215235682,145.45882017090878,492.97406016135994,14.644816935891885,167.41923419715837,48.19040908177913,5.0,train,0.1923614814367049,0.2187682657373167,-0.026406784300611802,-0.04718165026032345,2.0
358_-3,35.800000000000004,-0.30000000000000004,2019-07-25,2019,206,0,matched_negative,0,,30.5,22.1,25.8,58,79,15.3,11.4,0.0,1.77,0.0,0.8,61.0,29.857142857142858,60.857142857142854,87.8723255775089,283.58341425890876,869.1120601613604,6.830456965498655,312.36342157159214,31.019287369359798,6.0,train,0.17052931725481327,0.18673558190512943,-0.01620626465031616,-0.021832164181891628,14.0
358_-3,35.800000000000004,-0.30000000000000004,2019-08-03,2019,215,0,matched_negative,0,,27.9,22.8,24.7,69,85,15.1,7.5,0.0,1.16,0.0,0.10000000000000012,70.0,28.585714285714285,58.857142857142854,86.93942881290893,313.7633591529088,947.6520601613604,5.918749005934081,343.3350058002566,28.181200062680425,5.0,train,0.16387026281172948,0.1822804516640751,-0.018410188852345633,-0.009325126799014566,7.0
358_-3,35.800000000000004,-0.30000000000000004,2019-08-21,2019,233,0,matched_negative,0,,27.6,23.0,25.1,71,84,31.3,18.4,0.3,1.05,0.2999999999999911,0.9000000000000001,88.0,30.400000000000002,47.285714285714285,86.77141978825232,380.5775425929087,1102.3980601613603,13.073306632544389,408.54940323841583,47.4224390644748,23.0,train,0.16043927968299906,0.18328060795629655,-0.02284132827329749,-0.010090037571814203,9.0
358_-3,35.800000000000004,-0.30000000000000004,2020-06-10,2020,162,0,matched_negative,0,,24.5,13.7,19.7,43,67,12.4,7.0,0.0,1.69,0.4999999999999929,18.199999999999996,24.0,25.214285714285715,47.285714285714285,89.34992331588954,95.04626335943556,434.41486335095595,7.295532633091369,122.87986385444596,27.830733332928528,226.0,train,0.1855220942348401,0.2187682657373167,-0.03324617150247661,-0.09491949169826694,2.0
358_-3,35.800000000000004,-0.30000000000000004,2020-10-08,2020,282,1,positive,5,3.29,25.4,15.5,20.7,39,74,17.1,10.1,0.0,1.94,5.199999999999993,5.299999999999999,5.0,24.028571428571432,41.0,91.9833034223073,125.06939015816829,1300.435209281867,13.461392867480807,201.6536642695357,47.07705960624061,6.0,train,0.16443714729605044,0.18410151003459865,-0.019664362738548213,-0.006683930492166756,10.0
358_-3,35.800000000000004,-0.30000000000000004,2020-10-20,2020,294,0,matched_negative,0,,32.3,15.2,23.7,13,32,17.4,12.4,0.0,4.11,1.499999999999993,7.399999999999998,5.0,24.057142857142857,39.0,96.64331747157563,150.6459661581683,1360.2192092818668,25.998943172341463,235.95982374798186,71.48658939133409,6.0,train,0.18009165344439165,0.19015168864033974,-0.010060035195948086,0.002439600837929129,6.0
358_-3,35.800000000000004,-0.30000000000000004,2021-08-09,2021,221,0,matched_negative,0,,27.4,22.1,24.5,66,87,22.9,13.0,0.0,1.25,1.1999999999999929,1.3,6.0,30.271428571428572,43.285714285714285,87.7075558375034,262.32390343101827,928.5386679496979,9.784200818182876,307.48020294639963,39.31517474202136,13.0,train,0.16609516357698412,0.1822804516640751,-0.016185288087090993,-0.019019344206549244,13.0
358_-3,35.800000000000004,-0.30000000000000004,2023-07-18,2023,199,0,matched_negative,0,,42.3,26.9,33.5,7,28,14.3,6.7,0.0,7.56,0.0,0.0,39.0,36.4,27.571428571428573,99.50861451504873,229.53909073372182,838.542753770325,32.450171532557405,272.55683734061085,82.02986187539885,15.0,train,0.16122185000566794,0.18673558190512943,-0.02551373189946149,-0.026150983500256963,7.0
358_-3,35.800000000000004,-0.30000000000000004,2023-08-15,2023,227,1,positive,1,4.83,31.0,22.1,25.9,50,78,11.9,5.7,0.0,2.2,0.0,0.6,67.0,32.08571428571429,47.857142857142854,90.4221524927815,357.1647806857217,1096.3107537703252,8.295438429973542,393.68501963522556,35.367621081695354,10.0,train,0.15882123773597293,0.18328060795629655,-0.02445937022032363,-0.0024006122696950127,3.0
358_-4,35.800000000000004,-0.4,2013-10-07,2013,280,1,positive,1,0.5,25.6,20.0,22.3,56,79,18.1,9.9,0.0,1.42,0.0,21.3,24.0,26.528571428571432,62.285714285714285,87.13627738171469,126.97864978956598,939.0869939911253,7.080296579623143,189.7983416911706,30.717075260410077,33.0,train,0.25349152852937284,0.22103434394455831,0.03245718458481453,0.004719415853315978,8.0
358_-4,35.800000000000004,-0.4,2024-09-24,2024,268,1,positive,2,2.03,26.3,17.5,21.7,43,56,16.9,11.2,0.0,1.91,9.0,12.700000000000014,3.0,26.271428571428572,53.0,89.56970120693452,86.10624540783326,1205.0281767501185,9.44562145037651,146.111251941609,35.13159104340265,64.0,val,0.18881786179348453,0.21766406329273755,-0.028846201499253016,-0.0021327305376055983,12.0
358_0,35.800000000000004,0.0,2014-07-31,2014,212,0,matched_negative,0,,30.1,20.6,25.2,47,74,13.3,7.2,0.0,2.27,0.0,0.1,59.0,30.428571428571427,47.714285714285715,90.36071690471441,333.73639484741335,947.5690921968696,8.823922552582363,354.9430427152823,36.814305070222225,57.0,train,0.25418274674848834,0.24779580408798843,0.006386942660499911,-0.018072222751695788,4.0
358_0,35.800000000000004,0.0,2023-07-16,2023,197,0,matched_negative,0,,33.5,23.8,28.8,28,56,24.5,9.9,0.0,3.71,0.0,0.0,37.0,33.471428571428575,38.857142857142854,93.66225088391928,205.4586655373194,804.9951349241385,24.736125258145883,250.85391095617393,69.61532855820265,260.0,train,0.23728150594203398,0.25657958806381503,-0.01929808212178105,-0.02296730263828692,5.0
358_11,35.800000000000004,1.1,2014-09-03,2014,246,0,matched_negative,0,,36.0,20.9,28.5,31,48,15.9,7.7,0.0,4.1,0.0,0.30000000000001414,80.0,36.5,22.0,95.29127261774413,627.7612813772985,1184.5967561095515,20.073896095176295,623.6675125229893,61.86825655878741,54.0,train,0.1724132926638591,0.14912481450761794,0.02328847815624116,0.001076619775430332,6.0
358_12,35.800000000000004,1.2000000000000002,2020-10-24,2020,298,0,matched_negative,0,,20.1,11.1,15.5,46,76,11.0,6.0,0.2,1.28,1.6000000000000068,20.29999999999999,1.0,25.614285714285717,28.428571428571427,87.00986232692601,132.7146067449434,1056.2910274754688,4.862466740236899,201.98475062355894,23.93596257814316,443.0,train,0.3627772556588457,0.32279364875869937,0.03998360690014635,0.03552516497074387,10.0
358_13,35.800000000000004,1.3,2017-09-29,2017,272,0,matched_negative,0,,26.2,15.7,20.2,38,69,9.6,4.8,1.2,2.09,1.1999999999999929,19.899999999999995,0.0,28.514285714285712,27.857142857142858,88.41742076436786,145.7437324452254,1024.9165595716422,5.541784558321787,215.04031825279955,26.408277819595714,5.0,train,0.42640803586479953,0.3848227101783883,0.04158532568641121,0.05727884465509481,16.0
358_14,35.800000000000004,1.4000000000000001,2014-08-30,2014,242,1,positive,7,14.5,34.7,20.5,27.3,22,44,12.7,5.5,1.1,4.29,1.1,2.2,0.0,35.1,17.285714285714285,94.62082708396954,532.4544915815757,1007.5413942685325,15.5846226424482,529.3592912813199,52.94958824399691,32.0,train,0.43275714617277167,0.3804612645781478,0.052295881594623894,-0.01474478265012219,2.0
358_14,35.800000000000004,1.4000000000000001,2019-08-17,2019,229,1,positive,2,29.34,36.7,20.8,28.7,17,34,11.4,5.9,0.0,5.1,0.7,1.5,64.0,34.84285714285714,17.857142857142858,97.58455501176748,663.7821982954093,1001.0468785927247,21.78771832873287,655.8328085782557,65.0203534634631,690.0,train,0.42493217897131164,0.38185242984044243,0.043079749130869205,-0.002725486847602321,5.0
358_14,35.800000000000004,1.4000000000000001,2020-10-07,2020,281,0,matched_negative,0,,26.0,10.0,17.4,29,58,8.4,5.0,0.0,2.29,16.6,20.400000000000002,4.0,22.314285714285713,36.857142857142854,92.00626586312698,82.72951801179859,931.3230625493338,8.711812066292847,135.39185662188072,32.5103250501659,75.0,train,0.46128207672781846,0.39928978367215073,0.061992293055667724,0.04618352474976628,9.0
358_14,35.800000000000004,1.4000000000000001,2021-06-14,2021,165,0,matched_negative,0,,37.5,21.8,28.6,15,34,13.0,7.4,0.1,5.45,0.1,15.8,10.0,34.42857142857143,16.571428571428573,97.32233943525395,137.53471593211893,497.40123929338273,22.808206742950716,162.64109748286612,62.988899609292446,325.0,train,0.4207264794767881,0.4631519693986172,-0.042425489921829096,-0.11972981210162326,5.0
358_14,35.800000000000004,1.4000000000000001,2024-07-06,2024,188,0,matched_negative,0,,29.8,17.8,23.3,34,58,13.3,9.2,0.0,2.76,0.0,7.0,17.0,32.65714285714286,22.285714285714285,94.27535526712767,205.1261225399792,691.6132021377299,15.315841134338667,235.57717781042177,51.76141537841481,1443.0,val,0.45103272280408674,0.4246867398740511,0.02634598293003565,-0.026881402189501247,12.0
358_14,35.800000000000004,1.4000000000000001,2025-07-30,2025,211,0,matched_negative,0,,33.4,19.7,26.3,17,40,17.2,8.6,0.0,4.27,0.5,1.0,68.0,33.128571428571426,23.0,96.32558525890444,552.3152373319806,785.3009354942486,24.66127953852908,545.7867597770206,70.05142330797331,1832.0,test,0.39944731149695795,0.3770794268256641,0.02236788467129386,-0.021925566492474124,3.0
358_15,35.800000000000004,1.5,2012-09-29,2012,273,0,matched_negative,0,,24.0,12.5,18.4,35,64,13.2,7.5,0.7,1.93,11.000000000000002,26.0,1.0,29.814285714285713,32.857142857142854,90.0695542674243,74.64147058180414,1062.7270868756405,8.421235403750485,126.98560688616028,31.065582321850318,7.0,train,0.3858083846379372,0.34122308033242216,0.04458530430551505,0.02620795025896616,1.0
358_15,35.800000000000004,1.5,2014-07-31,2014,212,0,matched_negative,0,,35.4,20.4,27.7,25,50,13.8,6.3,0.0,4.33,0.0,2.2,12.0,35.5,26.571428571428573,95.26672392810197,377.02573572715113,767.5351217941313,17.99780282999633,375.710735204485,57.847359927803865,12.0,train,0.3795596472197801,0.32284891906088237,0.056710728158897716,-0.04471405941561618,4.0
358_15,35.800000000000004,1.5,2014-08-30,2014,242,1,positive,24,20.31,36.4,22.7,29.3,23,41,12.7,5.5,1.1,4.66,1.1,2.2,0.0,36.72857142857142,18.285714285714285,94.80661599655318,557.1348001691513,1051.2991217941312,15.987719880088038,553.7689320182478,53.7959616220215,42.0,train,0.38205171870419324,0.32685416290025826,0.05519755580393498,0.002492071484413161,2.0
358_15,35.800000000000004,1.5,2015-06-08,2015,159,0,matched_negative,0,,30.6,15.9,23.4,26,55,11.0,5.7,0.0,3.23,9.299999999999994,36.699999999999996,4.0,29.542857142857144,32.0,93.7683251212384,65.8777752669197,412.4612125711373,12.714531972840991,94.15840261918106,35.91157240323594,281.0,train,0.4276290858008416,0.43977470208720276,-0.012145616286361183,-0.05727228745236018,15.0
358_15,35.800000000000004,1.5,2017-08-18,2017,230,0,matched_negative,0,,37.1,20.8,29.3,25,53,11.4,5.5,0.0,4.69,4.89999999999999,14.399999999999993,3.0,36.91428571428571,25.857142857142858,95.09510011284021,135.54121864171697,1137.3178796031737,15.577921840242132,208.85582915587437,51.79510912165838,31.0,train,0.3221797026776122,0.324686086558195,-0.0025063838805827743,-0.03560953263950001,6.0
358_16,35.800000000000004,1.6,2020-09-20,2020,264,0,matched_negative,0,,28.0,14.7,21.2,30,60,11.2,6.2,0.0,2.63,0.5999999999999929,5.799999999999994,11.0,30.657142857142855,25.0,93.95919309579642,188.66634812005682,1272.6815191020903,13.188083460722709,275.30316035404087,47.46443544615181,1863.0,train,0.2068960065376889,0.17516532464084703,0.03173068189684186,0.005877088041356726,8.0
358_2,35.800000000000004,0.2,2022-06-03,2022,154,0,matched_negative,0,,28.3,19.2,22.6,35,55,17.0,7.9,0.5,2.51,0.4999999999999929,21.599999999999984,9.0,30.414285714285715,30.714285714285715,93.08537919534663,166.38994245424817,255.07134169107553,15.640315407394379,165.45736545664744,50.09939112748327,2122.0,train,0.41693193861820127,0.3265533370021364,0.09037860161606487,-0.13070195794354894,10.0
358_2,35.800000000000004,0.2,2022-08-15,2022,227,0,matched_negative,0,,34.2,25.9,29.3,19,38,19.8,12.3,0.0,4.26,0.0999999999999929,0.29999999999998583,52.0,40.042857142857144,19.857142857142858,97.60466763181054,382.2958066125876,912.6618734581489,33.35777160433703,381.99301688454113,83.73620516363118,38.0,train,0.2969326300307595,0.2867857635588936,0.010146866471865856,-0.019396683174243423,3.0
358_20,35.800000000000004,2.0,2017-09-15,2017,258,0,matched_negative,0,,27.6,14.6,21.1,18,39,16.2,9.2,0.1,2.98,15.0,20.900000000000002,5.0,26.042857142857144,21.714285714285715,95.36721045720516,88.803932551063,866.4614504029087,20.591917507108633,141.38211175182502,57.13917547054965,1125.0,train,0.23991095317787095,0.22856045694229032,0.011350496235580626,0.022830562525194692,2.0
358_21,35.800000000000004,2.1,2012-09-16,2012,260,1,positive,2,17.71,29.8,13.7,21.7,14,38,7.4,4.9,0.0,3.6,2.9999999999999964,27.799999999999997,6.0,27.571428571428573,30.714285714285715,96.1160999054646,110.93289388280705,934.4104513965129,14.6309440505629,171.08723929017194,48.37032271611116,9999.0,train,0.1741670894054704,0.15427682913322702,0.019890260272243387,0.0072813600772020926,4.0
358_21,35.800000000000004,2.1,2018-08-20,2018,232,0,matched_negative,0,,25.6,15.0,19.5,36,61,17.7,9.4,0.0,2.08,7.099999999999997,27.799999999999994,3.0,27.6,32.142857142857146,91.51780771115608,54.08232007924846,660.1582781486736,12.988982505501847,89.77747995864335,35.59886696501907,1464.0,train,0.18600689933181097,0.15511647883252136,0.03089042049928961,-0.05334292537532215,8.0
358_3,35.800000000000004,0.30000000000000004,2016-08-18,2016,231,1,positive,1,4.4,35.1,21.8,27.9,24,57,13.8,7.1,0.0,4.22,0.0,0.0999999999999929,99.0,33.74285714285715,30.428571428571427,94.9539341736503,573.2786910004284,1022.2499338187059,17.24390592596338,569.0545237627944,56.37095990665814,291.0,train,0.2548884456768717,0.2536860943824168,0.0012023512944548953,-0.017499815298917754,7.0
358_34,35.800000000000004,3.4000000000000004,2016-08-31,2016,244,0,matched_negative,0,,34.9,20.5,27.5,20,48,13.1,7.2,2.4,4.45,2.6,3.600000000000007,0.0,35.24285714285715,15.857142857142858,93.52355996601875,137.24740953104845,1270.0235586836786,13.660562274841272,216.10922604087156,47.86080975035183,9999.0,train,0.11382899429534746,0.12596523647231794,-0.012136242176970485,-0.003804915773914966,4.0
358_4,35.800000000000004,0.4,2017-06-07,2017,158,1,positive,3,23.52,36.6,17.3,26.6,12,35,19.8,11.7,0.0,5.41,0.09999999999998535,4.799999999999993,8.0,31.2,33.285714285714285,97.75979971545392,182.98487149108854,585.0546673043474,34.050662861556376,205.3801883766479,82.9235069191554,266.0,train,0.2861443445756935,0.2913250683866134,-0.005180723810919885,-0.12137412823864258,14.0
358_45,35.800000000000004,4.5,2015-10-19,2015,292,0,matched_negative,0,,25.5,15.0,20.0,41,61,18.0,12.7,0.0,1.9,1.4000000000000001,30.3,1.0,23.442857142857147,43.57142857142857,89.36952718149806,48.34381184809656,750.6466088306396,9.701296540288665,83.27908851273219,28.20123931165272,9999.0,train,0.12484826784196096,0.12421957886246027,0.0006286889795006911,0.015109909703016705,4.0
358_45,35.800000000000004,4.5,2024-09-15,2024,259,0,matched_negative,0,,25.9,13.3,19.7,34,49,22.2,12.8,0.0,2.19,0.0,12.4,7.0,27.828571428571426,31.714285714285715,92.81774478806526,121.66315373905078,1108.7211193788467,19.577372004083266,190.94417518407008,59.01150415532399,81.0,val,0.10243492729333836,0.11710513794150922,-0.014670210648170853,0.004406245541342099,3.0
358_46,35.800000000000004,4.6000000000000005,2013-07-03,2013,184,0,matched_negative,0,,33.4,22.9,28.0,25,39,10.5,6.2,2.6,3.87,2.599999999999999,9.1,0.0,32.15714285714286,21.285714285714285,91.01762588112128,111.56622938364289,670.4067718418406,8.416176711249504,157.575045100078,33.21823408797263,9999.0,train,0.14599771349694035,0.14270718499247392,0.003290528504466428,-0.022155147991156088,8.0
358_5,35.800000000000004,0.5,2013-10-08,2013,281,0,matched_negative,0,,30.4,16.6,23.0,27,59,14.2,7.8,0.0,3.18,0.6999999999999929,17.099999999999998,24.0,30.914285714285715,39.142857142857146,93.42207847620573,147.42201748219497,1087.9117612396617,14.236335992192172,220.23453763589066,49.2020421030646,62.0,train,0.20048243866567012,0.16563482745927754,0.03484761120639257,-0.0039027809945420266,9.0
358_5,35.800000000000004,0.5,2014-09-05,2014,248,0,matched_negative,0,,34.8,21.7,28.0,28,55,15.0,7.6,0.0,4.0,0.3999999999999929,0.39999999999999647,95.0,36.01428571428571,30.714285714285715,94.98136128870985,614.582120674731,1312.1644879521643,18.38776177803147,612.3544157753734,58.64054415307462,22.0,train,0.17428239444534038,0.16579467261075864,0.00848772183458174,0.002688288941985806,8.0
358_5,35.800000000000004,0.5,2016-09-21,2016,265,0,matched_negative,0,,33.3,16.0,24.7,21,57,10.5,5.9,0.0,4.04,2.8999999999999857,4.499999999999993,1.0,30.057142857142853,30.571428571428573,94.38670011176129,129.49210500226891,1317.6540693284626,13.506455555356995,207.9047494153737,47.33822089480356,28.0,train,0.15649909482695457,0.1662004079182894,-0.009701313091334846,-0.0031613184498943403,9.0
358_5,35.800000000000004,0.5,2016-10-29,2016,303,0,matched_negative,0,,25.6,14.1,19.3,36,68,11.8,7.7,0.0,2.12,0.29999999999998556,4.899999999999992,16.0,31.914285714285715,26.285714285714285,92.22166574100733,260.6606507462689,1562.656069328462,10.659298807062092,367.90094585667055,41.62533302899145,66.0,train,0.16836875943652072,0.16522565691213442,0.003143102524386293,0.01186966460956615,15.0
358_5,35.800000000000004,0.5,2020-06-05,2020,157,0,matched_negative,0,,28.7,18.4,23.3,38,58,18.7,14.0,0.0,2.37,0.0,23.09999999999999,19.0,31.94285714285714,28.0,92.79811197088658,158.5053084607475,479.05989458470594,16.366788018801532,173.4982903106986,52.02545927054106,602.0,train,0.18017485280249412,0.23193363609600473,-0.05175878329351061,-0.10448751642992915,13.0
358_5,35.800000000000004,0.5,2022-06-18,2022,169,0,matched_negative,0,,44.1,23.3,32.8,7,29,17.5,9.2,0.0,8.47,0.0,3.399999999999993,15.0,41.92857142857143,10.428571428571429,99.70692954576292,325.5357003638337,461.25910821712796,39.11889281694955,322.711682326079,91.77145198493729,709.0,train,0.2084235425614566,0.19404833249453168,0.01437521006692491,-0.15814950673566017,9.0
358_5,35.800000000000004,0.5,2022-08-28,2022,240,1,positive,1,6.07,41.2,24.0,31.7,17,42,13.0,5.8,0.0,6.49,0.0,0.0999999999999929,65.0,38.971428571428575,19.714285714285715,97.46545813181169,532.196802012453,1128.703139171755,23.246532563083992,530.3627187337615,67.61099340661082,47.0,train,0.17571926320624276,0.16505951506667269,0.010659748139570074,-0.012560423293608458,16.0
